Q23008452	Ronja von Rönne
Q33031	Vojislav Koštunica
Q44580	Richard Sorge
Q938125	Tom Turesson
Q4079879	Vladlen Bakhnov
Q5934531	Hugo Tedesco
Q938299	Giovanni De Min
Q18332616	AMEP Parekklisia
Q274262	Lynn Bari
Q1685067	Jean-Michel Bertrand
Q7329773	Richard Walker
Q16029349	Tommy McCairns
Q7035598	Nikola Milošević
Q654873	Servius Cornelius Dolabella Petronianus
Q5992074	Manuel Albaladejo
Q2859444	Siege of Venlo
Q1732819	Karl Schiewerling
Q255023	Nicole Fontaine
Q155375	Archibald Hill
Q5833743	Enric Ribelles
Q797837	William Enyart
Q3013862	Daniel Choquet
Q7861279	Typhoon Nida
Q1115522	Edward R. Roybal
Q1620093	Of Mice and Men
Q4947841	Boston College Law School
Q59167694	Humberto Arango
Q1318111	Dario Baruffi
Q853976	First Battle of Ypres
Q361261	Prince Bertil, Duke of Halland
Q12191	Nantes
Q63249	Ferdinand of Bavaria
Q329821	high treason
Q209650	Jari Litmanen
Q904472	Brecon
Q604107	Wilhelm von Kaulbach
Q10469793	Mark O'Brien
Q3565000	Wadeck Stanczak
Q289023	Robert H. Dennard
Q30020455	William Francis Shaw
Q2468115	Mami Koyama
Q7159901	Pedro Richards
Q5542151	George Marsden
Q324820	François Cavanna
Q1941306	Mo Brooks
Q983528	Louis Stokes
Q10484616	Tommy Gale
Q304752	Edwin Muir
Q3692889	1973-74 Cypriot Cup
Q22704239	Fritz Paschke
Q3485899	Siege of Gaeta
Q151423	congress of Berlin
Q3746528	Flavio Zanonato
Q2386409	Eemil Nestor Setälä
Q1081449	Medal "For the Victory over Japan"
Q5941463	José Luis Martín Rodríguez
Q97441560	1978 Irish Professional Championship
Q983446	Mel Watt
Q289428	Ida B. Wells
Q1229565	Lucius Papirius Crassus
Q12877683	Iraklis Mitsopoulos
Q19360792	Gérard Prioux
Q933351	Alfred Bruneau
Q3517070	Teddy Bertin
Q73162	Christian de la Mazière
Q232863	June Allyson
Q1650041	Montanay
Q225085	César Award for Best Cinematography
Q3617929	Anne-Marie Meyer
Q1321055	Tilla Durieux
Q3657260	Davide Petrucci
Q528647	S. Yizhar
Q522192	John Berryman
Q630966	Jesús María Pereda
Q356938	Chad Channing
Q1098261	Claudiu Niculescu
Q19516721	Roubaix Lille Métropole 2015
Q4761410	Andy Tod
Q315176	Charles De Coster
Q406231	Hans Heibach
Q1361175	Joseph Stein
Q459618	Shelley Moore Capito
Q1398564	Gabriele Tinti
Q71031	Robert Bunsen
Q4761513	Andy Woodward
Q11284205	Siege of Annapolis Royal
Q2297543	United States Deputy Secretary of Defense
Q318718	Marcus Atilius Regulus
Q703407	Fabiano Santacroce
Q5106317	Chris Crowe
Q3122000	Guy Menant
Q739820	Ken Dryden
Q737852	David Hambartsumyan
Q13219098	Isidore Dollinger
Q923537	1997 European Aquatics Championships
Q2504383	Uwe Jähnig
Q2517919	Asma of Morocco
Q129027	Paul Pogba
Q2036168	Oleh Taran
Q2897515	Bernard Belleau
Q5214728	Dana Gioia
Q332650	Stafford Northcote, 1st Earl of Iddesleigh
Q2455247	Samuel Jessurun de Mesquita
Q16000300	John Henry Jones
Q59098352	Design for a basin (?) and two bottles
Q64643289	Eradication of Gut Microbiota
Q4111189	Iryna Vilinska
Q357304	Adin Steinsaltz
Q2618093	Pichi Alonso
Q888180	Luis Muñoz Marín
Q10709	Fernando Forestieri
Q2926477	Bruce Smith
Q3561598	Alexis Minotis
Q238955	Dolores Ibárruri
Q432488	Denny Doherty
Q1066501	Charles Woodson
Q3420692	Raymond Bossus
Q213032	Robert Koren
Q2325655	Francesco Condulmer
Q121017	Günther Rücker
Q6838345	Mick Moore
Q23760	Rowan Atkinson
Q1600927	Heinz Schmitt
Q5241694	Davie Colquhoun
Q7787898	Thomas Brimelow, Baron Brimelow
Q332968	Susan Kramer
Q1065323	Charles Leickert
Q74254	Heinz Starke
Q985768	Norwood
Q357211	Graham Nash
Q2547334	Yuet Wai Kan
Q4799019	Arthur Heneage
Q609189	Jesse Jackson Jr.
Q213526	Édouard Daladier
Q457794	Ingrid Rüütel
Q695241	Jonathan Lord
Q822421	Bernard Fitzalan-Howard, 16th Duke of Norfolk
Q20510856	Aram Rafaelyantz
Q614133	François-Désiré Mathieu
Q3848911	Mario Paradisi
Q2397740	Ricardo Wall
Q681604	Conrad Ferdinand Meyer Prize
Q3619882	Antonio Mazzotta
Q2975468	Clara Beranger
Q58311	Avigdor Lieberman
Q192983	TVXQ
Q357762	Danny Huston
Q55994	Mike Farrell
Q11715212	Jacek Borcuch
Q2316179	Fábio Santos
Q633338	Isabel Jeans
Q83229	Edward VI of England
Q215646	Edo
Q5144910	Colin Brazier
Q983428	Sanford Bishop
Q1008587	Gavin Gunning
Q64549236	Tropical Storm Kristy
Q657493	Cildo Meireles
Q516160	First Hungarian Republic
Q11935544	Marina Subirats
Q1363652	Oldřich Kaiser
Q287081	Abbas II of Persia
Q4594615	1999 Cup of Russia
Q566886	Annie J. Cannon Award in Astronomy
Q448111	Rebecca Saunders
Q21455809	Eduard Hübner
Q3793139	William Scharff
Q1154057	Director of National Intelligence
Q59097903	Design for the crown of an altar
Q97046176	MechanO-Chemical Ablation Versus CompreSSion
Q16987872	James Madison Award
Q454005	Leonardo Padura Fuentes
Q90377	Ernst Schnabel
Q710562	Sweeney Schriner
Q21065368	Portrait of the Swedish pianist Hanna Lucia Bauck
Q3266651	Luis Cruz
Q5980998	Ian Brightwell
Q441528	Lynn Swann
Q5105452	Chouinard Art Institute
Q77073	Julius Lothar Meyer
Q1670247	Norbert Gansel
Q3716628	1984 Dutch Open
Q577771	Bob Neill
Q6698229	Lucy Caldwell
Q3048088	Edmund Cobb
Q4020122	William Peyton
Q4535578	Herman I. Jusko
Q6056286	Tom Price
Q441099	C. H. D. Buys Ballot
Q671981	Arkady Andreasyan
Q5077557	Charles F. Stevens
Q20512369	Vladimir Ghazakhetsyan
Q17621651	Auguste Alleaume
Q7648438	Susan Stryker
Q29559765	Tobey Stevens
Q5237681	David Moore
Q4714655	Alejandro Rodríguez de Valcárcel
Q948011	1996 DFS Classic
Q943470	Cleiton Xavier
Q3440221	Roland Povinelli
Q1343877	Jacob Brønnum Scavenius Estrup
Q1352791	Sammy Crooks
Q677135	Francisco Sá
Q4864483	Barry McCaffrey
Q525873	Shane Williams
Q5807961	Gustaf Hjärne
Q107788	Gustl Gstettenbaur
Q121052	Kurt Raaflaub
Q21590	Niederrœdern
Q278341	Vaujours
Q930130	Manuel Sarabia
Q960566	Milan Hejduk
Q614954	Isaac Osbourne
Q604761	The Blue Boy
Q1005959	László Földes
Q1468011	Friedrich Bollinger
Q12072266	Henry Vivian, 1st Baron Swansea
Q2557667	Chris Nicholl
Q169535	Zebulon Baird Vance
Q5495007	Fred Donaldson
Q4776549	Antonio Croce
Q471948	Johan Borgen
Q7224237	Stefan Morawski
Q37463	Pierre Curie
Q368201	Alfredo Ottaviani
Q1605321	Steve Stockman
Q336770	Gale W. McGee
Q47105567	2018 Étoile de Bessèges
Q4122909	Viacheslav Petrovich Volgin
Q5963441	Håkon Five
Q5228909	Dave Hancock
Q5885461	Gregorio Marañón Moya
Q3810775	Juan Arrillaga
Q832733	Ernst Sabeditsch
Q43183	insurance
Q4911353	Bill White
Q94319	Isaac de Camondo
Q1469118	Teiichi Kobayashi
Q69881	Werner Peters
Q2346467	Mysteries of Lisbon
Q913610	Simone Altobelli
Q125057	Richard Francis Burton
Q7938856	Vladimír Šmeral
Q1770992	Ine Marie Eriksen Søreide
Q1764708	André Hahn
Q1570881	Kurt-Dieter Grill
Q79063	Ernst Strasser
Q279396	Vazgen Sargsyan
Q10439391	Steve Croudson
Q3159447	Jacques Lévy
Q188374	Festivali i Këngës
Q6299624	Juan Domingo Rocchia
Q6246815	John Marriott
Q2230385	Reinier van Persijn
Q6524001	Leo Loftus
Q55099871	Larnaca Municipality
Q154615	archduke
Q3603082	Aaron Morris
Q4886705	Ben Williamson
Q957353	Roman Čechmánek
Q12749904	Vlastimir Đuza Stojiljković
Q207426	Alejandro Toledo
Q103165	Gitta Connemann
Q267356	John Lynch
Q20005786	María Teresa Rodríguez Barahona
Q5495958	Fred Molyneux
Q1580758	Hurricane Humberto
Q6595763	1999 DFS Classic
Q458281	Nancy Landon Kassebaum
Q3839909	Luigi Moltrasio
Q981861	Shaleum Logan
Q213781	Job von Witzleben
Q1631650	Hovhannes Barseghian
Q750322	FC Astra Giurgiu
Q445338	Stephen Kuffler
Q500417	Dave Mackay
Q3852831	Mauro Gatti
Q209785	Ichikawa
Q15971049	Beilby Alston
Q19937367	German submarine U-2357
Q85417	Paul Hinschius
Q1127302	Estonian War of Independence
Q6198305	Jim Steel
Q7626359	Stuart Brightwell
Q3894382	Paolo Pochesci
Q153201	John Robert Schrieffer
Q3838235	Luca Pierotti
Q63098959	Electronic Entertainment Expo 2019
Q1253832	Pietro Krohn
Q75111	Hans Kornberg
Q1562594	H. Jeff Kimble
Q1711779	Yuli-Yoel Edelstein
Q3382991	Pierre-Eugène Fournier
Q1967942	Medal “Defender of a Free Russia”
Q46820757	Benedicta Ward
Q5539675	George Getgood
Q3953937	1998–99 Cypriot Second Division
Q77998	Alfred Meissner
Q1283653	Richard Scheller
Q644098	Milan Uhde
Q3152584	Hermann von der Dunk
Q913202	WB Veranclassic Aqua Protect
Q4706837	Alan Hawley
Q4224949	Lidiya Knyazeva
Q1660326	Cristofano Gherardi
Q919846	Anatoli Blagonravov
Q127992	Association for Computing Machinery
Q93694	Katie Lohmann
Q2964746	Chris Hussey
Q118250	Alphons Egli
Q15973181	Henri Aimelafille
Q7933220	Violet Bathurst, Lady Apsley
Q2530250	Martin Djetou
Q1444680	Remo Bicchierai
Q3135388	Vladimir Nazor Award
Q463951	Maisons-Laffitte
Q101425	Ruth Leiserowitz
Q11407997	Norio Nanjō
Q676555	Francis of Assisi
Q5760919	Hilary Charlesworth
Q4188530	German submarine U-2354
Q1672314	Ira B. Bernstein
Q5750351	Carlos Floriano
Q15072125	Victor Matveyev
Q5522100	Garcias de Cisneros
Q3735707	Harald Keres
Q37713966	Edward Bowdoin Nealley
Q859311	Carlos Quentin
Q18691874	AEK/Achilleas Ayiou Theraponta
Q522068	Franck Jurietti
Q58024	eBay
Q6283995	Joseph Hiley
Q3084416	François Delpla
Q1061510	Egyptians
Q259361	Nadhim Zahawi
Q3604328	Achille Afan de Rivera
Q214926	Nikolai Vavilov
Q21074992	Interior
Q3174244	Jean Ravel
Q543226	José Nehin
Q3993230	Tony Fucile
Q57954821	Emanuil Grigorovitza
Q20725133	Team Wiggins 2015
Q3138684	Kirsten Rolffes
Q10971043	Franc Krese
Q3547906	Bruno Pizzul
Q957735	Literature Award of the Bavarian Academy of the Fine Arts
Q296457	Jesper Grønkjær
Q511898	Matteo Rabottini
Q2960596	Charles de La Croix de Castries
Q36290	Diana Ross
Q3352260	On ne meurt que deux fois
Q179682	Björn Ulvaeus
Q1133768	Heath Bell
Q638384	Mitsubishi-Jartazi
Q2708651	Manuel Seoane
Q4409943	Ivan Svanidze
Q4772614	Anthony Grant
Q928137	Marcelo Ramos
Q319834	Pierre Savorgnan de Brazza
Q59826262	Ruined Chapel of S. Gonsalo, (Bahia)
Q4933003	Bob Kelso
Q3094024	Gabriel de Poulpiquet
Q1169380	Crimes of the Heart
Q482955	Edwin van der Sar
Q26233	Roman Neustädter
Q5225502	Darryn Stamp
Q11936228	Matías Alonso Ruiz
Q3158805	Jacques Dumont le Romain
Q845559	Jean Mistler
Q16887648	Sarah Cleaveland
Q539212	Josef Jireček
Q19561497	Steve McMahon
Q2833611	Alexandre Dmitrievitch Zinoviev
Q85403	Hubert Pirker
Q332935	Henry Fowler, 1st Viscount Wolverhampton
Q1637706	city with millions of inhabitants
Q2632754	Norwegian rocket incident
Q295128	Gaston Thorn
Q769138	Rhoda Grant
Q52964	Gustaf Åkerhielm
Q911997	Brian Charlesworth
Q607195	Aleksandr Baryatinsky
Q4169987	Harry Colclough
Q19998164	Catalina Enseñat Enseñat
Q252596	Martín Montoya
Q1157299	Dagmar Luuk
Q17765219	colonial administrator
Q726736	Charles Hutton
Q1927421	Michael Fischer
Q1389891	Tiny Thompson
Q5453430	National Government
Q263663	Lisa Blount
Q5791545	Cristina del Valle
Q707463	Fernando Baiano
Q1364116	AVN Best New Starlet Award
Q7612117	Steve Bushell
Q3308826	Charles Court
Q5525130	Gary Gill
Q50662	Goethe University Frankfurt
Q76819	Christoph Waltz
Q965646	Partha Dasgupta
Q450308	Joan Birman
Q24238710	Rémy Rochas
Q6109579	Jaakko Laakso
Q27971	Tunisia national football team
Q4935058	Bobby Graham
Q6203258	Jitendra Malik
Q14516327	Viktor Egri
Q882803	Fredrik Bull-Hansen
Q61524	Bernhard Lichtenberg
Q7032436	Nigel Hart
Q705870	David Kossoff
Q7317502	Reuben Reid
Q882939	Hans Schmidt
Q13529906	John Gathorne-Hardy, 2nd Earl of Cranbrook
Q842386	Prime Minister of Russia
Q1538624	Lorenzo Cappa
Q18614647	Bougival
Q273542	French School of Rome
Q29017281	Order of Merit (Ukraine), 3rd class
Q2176866	Russ Blinco
Q1396732	Helen Eadie
Q19945316	Georges Weiss
Q14637188	Commander of the French Order of Academic Palms
Q374754	Carter Burwell
Q2669110	Christine Jones Forman
Q906334	Chi-Huey Wong
Q25391798	Abdelkader Mhiri
Q5479049	Francesc Ricomá de Castellarnau
Q6284624	Joseph Kitchen
Q926015	Premio Nadal
Q1907707	Massimo Loviso
Q2047609	Lynne Brindley
Q531696	Elsa Gress
Q495860	Werner Israel
Q7828898	Toumani Diagouraga
Q21696	Gosselming
Q3753672	Andrés Vicente Gómez
Q7282519	Raffaele Ioime
Q20635336	1964–65 Cypriot Second Division
Q1728011	Maurice G. Burnside
Q4313414	People's Artist of the Russian Federation
Q2629516	Milan Milanović
Q3756693	Gabriele Valentini
Q1606516	Henry Bergasse
Q262861	Danny Blanchflower
Q15443188	Joseph Brotherton
Q1270283	Norman Lear
Q85528	Albert Dess
Q7612158	Steve Carney
Q20720215	Neville B. Craig
Q2757568	Thomas Pollock Anshutz
Q449584	María Asquerino
Q423537	Gaetano Aloisi Masella
Q6196117	Jim Kerray
Q3165912	Jean François Thurot
Q555830	Espen Knutsen
Q1579166	Rosencrantz & Guildenstern Are Dead
Q36114620	Alan Riou
Q1042647	Braguinha
Q26162588	Sofia Bertizzolo
Q215365	Brother Bear
Q21821	Vibersviller
Q204374	The Help
Q7340480	Rob Quinn
Q69808	Vichy France
Q338412	Erich Fischer
Q976475	Enrico Cardoso Nazaré
Q1475327	Jonas Hassen Khemiri
Q19577387	Clive Nattress
Q21977643	Claude Colleer Abbott
Q7263152	Pylos
Q942438	Ernst-Hugo Järegård
Q3659932	Carlo Vanini
Q965878	Alexandre Lvovitch Blok
Q5186167	Cristian Chagas Tarouco
Q16217380	Richard Kennedy
Q6033149	Ingrid Bjørnov
Q8559629	Hurricane Jova
Q107784	Brun-Otto Bryde
Q6292322	Patrick Chesnais
Q4289718	Waldemar Mehl
Q102913	Bernard Andreae
Q976432	Fernando Gastón Córdoba
Q6130824	James C. Wang
Q6838169	Mick Ferguson
Q7839429	Trevor Slack
Q849605	Elizabeth Eisenstein
Q335803	John Kerr, Baron Kerr of Kinlochard
Q7621956	Tropical Storm Dean
Q1077594	Chris Murphy
Q1709881	Manfred Wekwerth
Q1468550	Fritz Strack
Q363810	Tim Powers
Q6315877	Just Betzer
Q1385763	Bob Ney
Q3158129	Jacques Andreani
Q1967448	Leonid Yakubovich
Q151866	Adriana Lima
Q630446	John Green
Q933554	Dominic Iorfa
Q5495313	Fred Griffiths
Q4347097	Birgitta Valberg
Q7365996	Ronnie Starling
Q7437273	Scott Sloan
Q42308241	2018 Allsvenskan
Q5085787	Charlotta Bass
Q458445	Pete Dexter
Q6267836	Johnny Vincent
Q16230010	Agostino Camigliano
Q373122	Adrian Heath
Q6075800	Pilar Grande
Q958040	Hughie Gallacher
Q564120	Stefan Skoumal
Q100805	Peter Corterier
Q2224089	Manuel Blasco Marqués
Q962908	Dick Haymes
Q64516416	Hurricane Marie
Q159074	Max Švabinský
Q223933	Belgian Revolution
Q6827196	Miah Dennehy
Q8299160	Romain Guyot
Q11451	agriculture
Q231559	Charlotte of Savoy
Q4670375	Thomas Perronet Thompson
Q19447839	José Joaquín Peñarrubia Agius
Q311126	José Figueres Ferrer
Q924999	Grigory Kravchenko
Q546613	Caleb Strong
Q8198110	Ana Oramas
Q168728	Robert Frost
Q462964	November Uprising
Q7224991	Funvic Brasilinvest-São José dos Campos
Q378326	Hélder Câmara
Q3902904	Pier Luigi Giani
Q693032	Governor of Maryland
Q16008982	Robert Gallay
Q1647107	Andrew Wilson
Q6145805	James Wootton
Q11571	Cristiano Ronaldo
Q539509	Michael McCaul
Q17339738	La España Moderna
Q352203	Bob Gunton
Q519604	Joi Lansing
Q19282063	Sam Evans
Q21651642	Revd Robert Thomas (Ap Vychan, 1809-80)
Q4336516	José Orlandis
Q548140	Eric Temple Bell
Q2542	Horst Köhler
Q19876592	Juha Sipilä's cabinet
Q14649812	Olof Lindgren
Q46646146	Helena Spurná
Q4932182	Bob Cryer
Q967302	Nicholas Hytner
Q1967020	Nikolay Bogolepov
Q1489925	José Cafaro
Q1092427	Armando Miranda
Q954080	Hideki Matsui
Q3265472	Lucien Descaves
Q2119928	Vasco Graça Moura
Q161072	2007–08 Fußball-Bundesliga
Q15700184	Pasquale Maiorino
Q61163	Josef Pieper
Q2327467	Edoardo Reja
Q7328621	Richard Reader Harris
Q1545391	Gregory Meeks
Q92602	Tony Hoare
Q7815696	Tom Eckersley
Q3846285	Marco Merlo
Q7819188	Tommy Aspden
Q132596	Tarō Asō
Q276310	Duncan Edwards
Q5936683	Josefina Zoraida Vázquez
Q129910	A$AP Rocky
Q12878409	Ioannis Triantafyllopoulos
Q17350599	Paul Garelli
Q13422141	Commander of the National Order of Merit
Q5343153	Edward Grange
Q5132046	Eduardo Mangada Samain
Q66530	Hermann, Prince of Wied
Q1730703	Karl Delorme
Q952457	Nizhyn
Q480164	Gabriel Péri
Q230586	Laura Esquivel
Q7152302	Paul McCallum
Q57081670	2019 Movistar
Q80604	Hyginus
Q21722626	Levon Badalyan
Q6154549	Janine Haines
Q13655473	senator of the Kingdom of Italy
Q529260	Italo Acconcia
Q122720	Josef van Ess
Q6098762	Ives Antero De Souza
Q308711	Vladislav Krapivin
Q3593286	Omer Bar-Lev
Q704893	John Bates Clark
Q64019440	Tropical storm Gustav
Q332738	John Campbell, 1st Baron Campbell
Q233243	Natasha Zvereva
Q64027096	Tropical storm Ernesto
Q669749	The Song of Bernadette
Q1357271	Geoffrey
Q354033	Joe Walsh
Q5257579	Denis Weaire
Q2300622	Independent Republicans
Q5794714	Lionel Heald
Q556027	Lloyd Axworthy
Q286417	Émile Reuter
Q361443	Bud Yorkin
Q5593226	Graham Shaw
Q246607	6th U-boat Flotilla
Q315272	Daniel Simmes
Q1354742	Grzegorz Szamotulski
Q2565025	Lizzy Ansingh
Q4162068	Olga Diptan
Q6220400	John Baker
Q201404	Buzău
Q194559	Paul Alivisatos
Q368104	FC Farul Constanța
Q2219	Syzran
Q577111	Andrei Karyaka
Q14945434	Sir Berkeley Guise, 2nd Baronet
Q358257	Oskar Backlund
Q332566	Ahmed Deedat
Q746239	Zoltán Kallós
Q186111	Hashemi Rafsanjani
Q3750559	Francesco Rossi
Q1297905	Egon Bönner
Q217167	Faisal of Saudi Arabia
Q457649	Samson Eitrem
Q2993741	Maria Matios
Q1554875	Gunter Damisch
Q3808085	Jerzy Młynarczyk
Q6260512	John Thomas
Q148726	Albert Pujols
Q59873184	Armes, ornemens et utensiles des Puris
Q16183688	Ramon Camp i Batalla
Q455820	Margaretha af Ugglas
Q216070	Arnold Genthe
Q1903538	Martin Börschel
Q337436	Sanzo Nosaka
Q2631443	Jonathan Noyce
Q1027549	Lorenzo Tassi
Q2331612	Odilon Lannelongue
Q962095	Nick Lowe
Q4668538	Abou Kone
Q121647	Paul Pierce
Q64218603	Hurricane Hyacinth
Q6290564	Josiah Martin
Q471179	Ranuccio Bianchi Bandinelli
Q2860647	Arcisse de Caumont
Q21665963	Two girls
Q312454	Paulo Roberto Falcão
Q66072440	APRIL (AbatacePt in RA-ILD)
Q1272556	Martin Lidegaard
Q327227	Sam Johnstone
Q1108288	Filippo Antonio Gualterio
Q1974582	Pablo Cáceres Rodríguez
Q173360	Giovanni van Bronckhorst
Q6240919	John Ivatt Briscoe
Q383773	Kazimierz Górski
Q980161	Alberto Mario González
Q299805	Aino Pervik
Q640379	Islamic Republican Party
Q966332	Ralph Hall
Q6915705	Moses Barnett
Q107683	Ulrich Schamoni
Q12320	Pedro Beltrán
Q62703	Wolfgang Thierse
Q502867	Andrej Karlin
Q367851	Fabián Orellana
Q7383949	Ryan Charles
Q1914832	maître de conférences
Q21451732	Vladimir Artamonov
Q1950678	Charles Elachi
Q5228970	Dave Hockaday
Q55853154	Max Kaluza
Q47009634	Audubon Medal
Q107881	Paul Söding
Q59135205	Design for the base of a crucifix
Q2458876	Brian Turner
Q1133887	Der Fuehrer's Face
Q19894899	Om Prakash Bhasin Award
Q155124	Michael Giacchino
Q263454	Clementine Churchill, Baroness Spencer-Churchill
Q6529264	Les Bradd
Q3645959	Bruno Visentin
Q279382	Dany Robin
Q5605907	Greg Lincoln
Q439949	Rory Fallon
Q5372690	Emlyn Williams
Q212854	Brian Laudrup
Q3165099	Jean-Claude Martinez
Q319943	Elpidio Quirino
Q287911	Steve Nicol
Q214235	Moshe Goshen-Gottstein
Q1581091	Hans Lohmann
Q2019186	Oleg Baklanov
Q5145214	Colin Hoyle
Q995192	Howard Wolpe
Q88528	Otfried Nippold
Q6397517	Kevin Smith
Q16017949	Fred White
Q3341143	Nicole de Hauteclocque
Q1889678	Manfred Luda
Q8450514	Hurricane Doreen
Q918363	Cabaret
Q15284180	Gold Medal of the Italian Order of Merit for Culture and Art
Q4587508	Arthur Arntzen
Q6249281	John Moore
Q111925	Helmut Wielandt
Q3237644	Liam Dickinson
Q5226163	Daryl Dragon
Q13362	Ferrara
Q7089760	Omar Mascarell
Q53996721	Rolf Cyriax
Q6500801	Laurence Olivier Award for Best Performance in a Supporting Role
Q16236113	Charni Ekangamene
Q862215	William Leslie Johnson
Q2157603	Robert Hooks
Q1242013	Donny George Youkhanna
Q6249229	John Moody
Q5264666	Desmond Backos
Q3084697	François Gautier
Q744057	David Spergel
Q465200	Kerry Bishé
Q348402	Adam Mickiewicz University in Poznań
Q2451323	Trevor Anderson
Q583972	Primetime Emmy Award for Outstanding Directing for a Drama Series
Q21770302	Lotto-Soudal 2016
Q104177	Otto Lenz
Q7816606	Tom Lockie
Q1947271	Julio Alberto Moreno
Q6768014	Mark Hertling
Q48149	Fyodor Tolbukhin
Q28097	1970-71 Cypriot Cup
Q104027	Kirk Douglas
Q55604656	Bach Medal
Q190353	Sovereign Military Order of Malta
Q12727728	Ernest Broșteanu
Q954997	Michael Nesmith
Q42747	Heinrich Böll
Q3484458	Simon Stainrod
Q2408077	Avi Nimni
Q2305089	Giulio Migliaccio
Q604531	Antonio Razzi
Q2585455	José Gil Fortoul
Q212413	point guard
Q807961	Santander Cycles
Q1336939	Alfred D. Chandler, Jr.
Q327976	Johann of Brandenburg-Ansbach
Q362585	Terry Butcher
Q10334811	Mónica Serra
Q3561740	Vladan Radoman
Q10412677	Jim Dougherty
Q5022987	Callum Reilly
Q334027	Charles Russell, Baron Russell of Killowen
Q6045035	John E. Peterson
Q15497351	Nicky Henson
Q2631042	Boris Zaytsev
Q752521	Socialist Party of Serbia
Q725267	Stanislav Kosior
Q5622280	Guy Gillette
Q472584	Louis of Meissen
Q103101	Julius I
Q12201526	Member of the Order of the British Empire
Q18572351	Ornette
Q4067326	Aleksiej Antonow
Q80207	Lviv University
Q3620422	Tony Cardenas
Q1797155	Mário Schenberg
Q18331900	Michael Goolaerts
Q17117413	Miro Cerar
Q150642	Vittorio Emanuele III
Q5490382	Frank Williams
Q16638609	Gare du Mile End
Q7669610	TCA Award for Individual Achievement in Comedy
Q1519658	Joseph Illerhaus
Q845924	Pulkovo Observatory
Q1894957	Wassili Wassiljewitsch Lewaschow
Q1602297	Helga Schütz
Q7351151	Robert Wilson
Q348483	Pierre Omidyar
Q1974797	Igor Nikolayev
Q4216219	Bryan Cartledge
Q93028	Charles E. Leiserson
Q2089918	Volpi Cup for Best Actress
Q167548	Elizaveta Boyarskaya
Q21665933	Three women and a boy
Q5545182	George Thompson
Q108510	James Garner
Q232098	Lauren Ambrose
Q215896	Alfred Schmidt
Q59097899	Design for a pulpit with a Franciscan saint
Q5338318	Edinho Júnior
Q2848624	André Schneider
Q5545296	George Traill
Q3753476	Juan García Ponce
Q442810	Michèle Rivasi
Q176691	National Institute of Standards and Technology
Q1137665	Ghent University
Q807527	Barbara Lanzinger
Q1093361	Polar Medal
Q112590	Reinhold Leinfelder
Q687075	Prime Minister of Sweden
Q13426124	Aretas Akers-Douglas, 1st Viscount Chilston
Q368695	Dmitry Pokrass
Q17035578	Mercè Pigem i Palmés
Q1229996	University of Seville
Q2329480	Stalin prize
Q2710560	Martyn Poliakoff
Q202847	Fred Ho
Q466774	Pierre Colmez
Q676341	Dead End
Q1520488	Ralph Brazelton Peck
Q4761456	Andy Warrington
Q19663167	Buddy Hield
Q3611181	Alfonso Greco
Q1107781	Imre Kerényi
Q2597807	Xavier Deniau
Q5542608	George Moorhead
Q1448519	Giulio Bonafin
Q6224365	John C. Davies II
Q445125	Neal McDonough
Q3749998	Francesco Fonte
Q1115903	2010 Tashkent Open
Q2044857	Chris Guthrie
Q1317216	Massimo Barbuti
Q3323586	Josep Maria Socías
Q4262006	James J. Lindsay
Q85551	Ingeborg Gräßle
Q192689	Bertram Brockhouse
Q189117	Jan Matejko
Q289285	Filippo Maria Visconti
Q362380	Ion Gheorghe Maurer
Q7183255	Philip Bourne
Q15788746	Birgit Malecha-Nissen
Q102058	Martin J. Lohse
Q1444124	Frank Schmidt
Q3960113	Sid Bowser
Q2899627	Bertrand Moingeon
Q1772432	Jesse Cook
Q5186230	Cristian Montaño
Q1613731	Roberto Cevoli
Q214735	Bernd Klug
Q3218026	Larry Blyden
Q107974	Heinrich Braun
Q442679	Louise Erdrich
Q350109	Clifton Bledsoe Cates
Q2534739	Jean-François Heymans
Q699279	Ezequiel Alejo Carboni
Q43228	Goodbye, Mr. Chips
Q3105804	Gilbert Moses
Q2214	Pskov
Q1613741	Nicolò Cherubin
Q455366	Ebba Haslund
Q17003709	Girlhood
Q1443834	Frank Müller-Römer
Q6563	Krasnoyarsk Krai
Q2038138	Otto Aßmann
Q3716642	1987 Dutch Open
Q4290586	Yuri Mentyukov
Q205981	Alexander Friedmann
Q87040	Rudolf Jung
Q530008	Order of Sukhbaatar
Q329789	Abraham Berge
Q3726572	Enzo Magnanini
Q3385540	Pierre Imbart de la Tour
Q8008633	William Ernest Brymer
Q2143726	Albert-Ernest Carrier-Belleuse
Q686321	George Brecht
Q1465593	Gianfranco Bozzao
Q21667671	A woman wearing a shawl
Q313753	Papa Bouba Diop
Q791995	Axel Bakunts
Q1959143	Frans Wouters
Q2623681	Natina Reed
Q21667697	A young boy standing
Q7599799	Stanley Milburn
Q2408794	Stevan Tommei
Q20273686	Harry Medlin
Q237255	Pernilla August
Q1092056	Akira Kobayashi
Q15285212	Owain Doull
Q373179	Alpheus Felch
Q43858471	Second Secretary of the Parliament of Catalonia
Q958533	Juan Surraco
Q5041476	Carlo Camilli
Q155971	Benedict XIII
Q503189	Andrejs Rubins
Q6397105	Kevin Nugent
Q1600457	Medal "For Valiant Labour in the Great Patriotic War 1941–1945"
Q1166180	Julia
